NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HETEROTRIMERIC G-PROTEIN SIGNALING PATHWAY-GI ALPHA AND GS ALPHA MEDIATED PATHWAY%PANTHER PATHWAY%P00026	HETEROTRIMERIC G-PROTEIN SIGNALING PATHWAY-GI ALPHA AND GS ALPHA MEDIATED PATHWAY%PANTHER PATHWAY%P00026		99	-0.29146287	-1.1801033	0.12598425	0.6156492	1.0	1600	tags=19%, list=10%, signal=21%	
UNBLOCKING OF NMDA RECEPTORS, GLUTAMATE BINDING AND ACTIVATION%REACTOME DATABASE ID RELEASE 83%438066	UNBLOCKING OF NMDA RECEPTORS, GLUTAMATE BINDING AND ACTIVATION%REACTOME DATABASE ID RELEASE 83%438066		21	-0.39534816	-1.1798424	0.21724138	0.6152983	1.0	459	tags=19%, list=3%, signal=20%	
TNF-RELATED WEAK INDUCER OF APOPTOSIS (TWEAK) SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP2036%HOMO SAPIENS	TNF-RELATED WEAK INDUCER OF APOPTOSIS (TWEAK) SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP2036%HOMO SAPIENS		28	-0.36878455	-1.1798341	0.22268908	0.6142956	1.0	1749	tags=25%, list=11%, signal=28%	
CA-DEPENDENT EVENTS%REACTOME DATABASE ID RELEASE 83%111996	CA-DEPENDENT EVENTS%REACTOME DATABASE ID RELEASE 83%111996		36	-0.36335748	-1.1796602	0.20434782	0.61379635	1.0	1614	tags=25%, list=11%, signal=28%	
PID_HEDGEHOG_GLI_PATHWAY%MSIGDB_C2%PID_HEDGEHOG_GLI_PATHWAY	PID_HEDGEHOG_GLI_PATHWAY%MSIGDB_C2%PID_HEDGEHOG_GLI_PATHWAY		34	-0.3663055	-1.1790326	0.19815668	0.61456466	1.0	2385	tags=24%, list=16%, signal=28%	
PID_MTOR_4PATHWAY%MSIGDB_C2%PID_MTOR_4PATHWAY	PID_MTOR_4PATHWAY%MSIGDB_C2%PID_MTOR_4PATHWAY		49	-0.33121896	-1.1788663	0.22950819	0.6139337	1.0	2801	tags=35%, list=18%, signal=42%	
SIGNALING BY TGF-BETA RECEPTOR COMPLEX%REACTOME%R-HSA-170834.2	SIGNALING BY TGF-BETA RECEPTOR COMPLEX%REACTOME%R-HSA-170834.2		85	-0.30058497	-1.1787113	0.18110237	0.61334264	1.0	1006	tags=15%, list=7%, signal=16%	
CORTICOTROPIN-RELEASING HORMONE SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP2355%HOMO SAPIENS	CORTICOTROPIN-RELEASING HORMONE SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP2355%HOMO SAPIENS		58	-0.32374287	-1.1780826	0.18120806	0.61416626	1.0	1941	tags=28%, list=13%, signal=31%	
NOTCH1 INTRACELLULAR DOMAIN REGULATES TRANSCRIPTION%REACTOME DATABASE ID RELEASE 83%2122947	NOTCH1 INTRACELLULAR DOMAIN REGULATES TRANSCRIPTION%REACTOME DATABASE ID RELEASE 83%2122947		46	-0.33643085	-1.1756234	0.205	0.6202388	1.0	1724	tags=22%, list=11%, signal=24%	
PID_WNT_NONCANONICAL_PATHWAY%MSIGDB_C2%PID_WNT_NONCANONICAL_PATHWAY	PID_WNT_NONCANONICAL_PATHWAY%MSIGDB_C2%PID_WNT_NONCANONICAL_PATHWAY		22	-0.38305286	-1.1756132	0.23809524	0.6192027	1.0	1654	tags=27%, list=11%, signal=31%	
EGF/EGFR SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP437%HOMO SAPIENS	EGF/EGFR SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP437%HOMO SAPIENS		112	-0.29092783	-1.1755477	0.08080808	0.6183188	1.0	2208	tags=27%, list=14%, signal=31%	
BLADDER CANCER%WIKIPATHWAYS_20220510%WP2828%HOMO SAPIENS	BLADDER CANCER%WIKIPATHWAYS_20220510%WP2828%HOMO SAPIENS		30	-0.36497447	-1.1755146	0.19753087	0.61737555	1.0	1233	tags=27%, list=8%, signal=29%	
NEGATIVE REGULATION OF CELL PROJECTION ORGANIZATION%GOBP%GO:0031345	NEGATIVE REGULATION OF CELL PROJECTION ORGANIZATION%GOBP%GO:0031345		115	-0.2858438	-1.1753279	0.086538464	0.6168449	1.0	1299	tags=17%, list=8%, signal=18%	
G ALPHA (Q) SIGNALLING EVENTS%REACTOME%R-HSA-416476.6	G ALPHA (Q) SIGNALLING EVENTS%REACTOME%R-HSA-416476.6		127	-0.29151055	-1.1751024	0.13513513	0.6164563	1.0	1342	tags=16%, list=9%, signal=17%	
CELLULAR RESPONSE TO MISFOLDED PROTEIN%GOBP%GO:0071218	CELLULAR RESPONSE TO MISFOLDED PROTEIN%GOBP%GO:0071218		20	-0.4006936	-1.1749527	0.2318339	0.6158125	1.0	1992	tags=25%, list=13%, signal=29%	
PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY	PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY		24	-0.3887773	-1.1743155	0.23754789	0.6166338	1.0	1106	tags=21%, list=7%, signal=22%	
CARDIAC EPITHELIAL TO MESENCHYMAL TRANSITION%GOBP%GO:0060317	CARDIAC EPITHELIAL TO MESENCHYMAL TRANSITION%GOBP%GO:0060317		19	-0.41227755	-1.1738725	0.25680932	0.61690396	1.0	2759	tags=37%, list=18%, signal=45%	
ADORA2B MEDIATED ANTI-INFLAMMATORY CYTOKINES PRODUCTION%REACTOME DATABASE ID RELEASE 83%9660821	ADORA2B MEDIATED ANTI-INFLAMMATORY CYTOKINES PRODUCTION%REACTOME DATABASE ID RELEASE 83%9660821		36	-0.37150615	-1.1734716	0.18357489	0.6169644	1.0	1010	tags=17%, list=7%, signal=18%	
DEVELOPMENT OF PRIMARY FEMALE SEXUAL CHARACTERISTICS%GOBP%GO:0046545	DEVELOPMENT OF PRIMARY FEMALE SEXUAL CHARACTERISTICS%GOBP%GO:0046545		21	-0.39869106	-1.1731365	0.22916667	0.6169019	1.0	755	tags=14%, list=5%, signal=15%	
VASCULOGENESIS%GOBP%GO:0001570	VASCULOGENESIS%GOBP%GO:0001570		25	-0.39071676	-1.1730899	0.25101215	0.61602736	1.0	1288	tags=20%, list=8%, signal=22%	
TOLL LIKE RECEPTOR TLR1:TLR2 CASCADE%REACTOME DATABASE ID RELEASE 83%168179	TOLL LIKE RECEPTOR TLR1:TLR2 CASCADE%REACTOME DATABASE ID RELEASE 83%168179		97	-0.29636267	-1.1730676	0.11504425	0.6150804	1.0	2335	tags=25%, list=15%, signal=29%	
REGULATION OF DNA STRAND ELONGATION%GOBP%GO:0060382	REGULATION OF DNA STRAND ELONGATION%GOBP%GO:0060382		17	-0.43476537	-1.1729935	0.23826715	0.6143156	1.0	489	tags=18%, list=3%, signal=18%	
CELLULAR RESPONSE TO HEXOSE STIMULUS%GOBP%GO:0071331	CELLULAR RESPONSE TO HEXOSE STIMULUS%GOBP%GO:0071331		29	-0.36987147	-1.172602	0.21774194	0.61446095	1.0	1219	tags=24%, list=8%, signal=26%	
CARDIAC MUSCLE CELL DEVELOPMENT%GOBP%GO:0055013	CARDIAC MUSCLE CELL DEVELOPMENT%GOBP%GO:0055013		23	-0.3990949	-1.1723862	0.21969697	0.6140952	1.0	786	tags=22%, list=5%, signal=23%	
POSITIVE REGULATION BY HOST OF VIRAL TRANSCRIPTION%GOBP%GO:0043923	POSITIVE REGULATION BY HOST OF VIRAL TRANSCRIPTION%GOBP%GO:0043923		16	-0.42438796	-1.1720965	0.24912281	0.6138839	1.0	469	tags=13%, list=3%, signal=13%	
CELL DIFFERENTIATION INVOLVED IN KIDNEY DEVELOPMENT%GOBP%GO:0061005	CELL DIFFERENTIATION INVOLVED IN KIDNEY DEVELOPMENT%GOBP%GO:0061005		19	-0.41531798	-1.1720536	0.23321554	0.6129981	1.0	556	tags=16%, list=4%, signal=16%	
FORMATION OF FIBRIN CLOT (CLOTTING CASCADE)%REACTOME DATABASE ID RELEASE 83%140877	FORMATION OF FIBRIN CLOT (CLOTTING CASCADE)%REACTOME DATABASE ID RELEASE 83%140877		18	-0.4142423	-1.1719903	0.25632912	0.6121751	1.0	248	tags=11%, list=2%, signal=11%	
CDC42 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CDC42 SIGNALING EVENTS	CDC42 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CDC42 SIGNALING EVENTS		66	-0.31270587	-1.1715572	0.1322314	0.6123705	1.0	2511	tags=33%, list=16%, signal=40%	
VEGFR2 MEDIATED CELL PROLIFERATION%REACTOME%R-HSA-5218921.3	VEGFR2 MEDIATED CELL PROLIFERATION%REACTOME%R-HSA-5218921.3		15	-0.44072372	-1.1711632	0.26498422	0.6125155	1.0	1448	tags=20%, list=9%, signal=22%	
TOLL LIKE RECEPTOR TLR6:TLR2 CASCADE%REACTOME DATABASE ID RELEASE 83%168188	TOLL LIKE RECEPTOR TLR6:TLR2 CASCADE%REACTOME DATABASE ID RELEASE 83%168188		97	-0.29636267	-1.1707691	0.12068965	0.61269534	1.0	2335	tags=25%, list=15%, signal=29%	
NEURODEGENERATION WITH BRAIN IRON ACCUMULATION (NBIA) SUBTYPES PATHWAY%WIKIPATHWAYS_20220510%WP4577%HOMO SAPIENS	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION (NBIA) SUBTYPES PATHWAY%WIKIPATHWAYS_20220510%WP4577%HOMO SAPIENS		32	-0.35444292	-1.1703911	0.22413793	0.61272573	1.0	1429	tags=22%, list=9%, signal=24%	
RHOJ GTPASE CYCLE%REACTOME%R-HSA-9013409.3	RHOJ GTPASE CYCLE%REACTOME%R-HSA-9013409.3		51	-0.33518243	-1.1686817	0.1632653	0.61670697	1.0	2507	tags=29%, list=16%, signal=35%	
INTRACELLULAR SIGNALLING THROUGH ADENOSINE RECEPTOR A2B AND ADENOSINE%SMPDB%SMP0000321	INTRACELLULAR SIGNALLING THROUGH ADENOSINE RECEPTOR A2B AND ADENOSINE%SMPDB%SMP0000321		36	-0.34593645	-1.1682686	0.21052632	0.6168874	1.0	1455	tags=25%, list=9%, signal=28%	
PID_IL6_7_PATHWAY%MSIGDB_C2%PID_IL6_7_PATHWAY	PID_IL6_7_PATHWAY%MSIGDB_C2%PID_IL6_7_PATHWAY		33	-0.36881512	-1.1678586	0.22972973	0.61709344	1.0	1248	tags=24%, list=8%, signal=26%	
PANCREAS FUNCTION - BETA CELL%PATHWHIZ%PW122285	PANCREAS FUNCTION - BETA CELL%PATHWHIZ%PW122285		15	-0.4335646	-1.1678115	0.24916944	0.61623716	1.0	2098	tags=33%, list=14%, signal=39%	
RNA METHYLATION%GOBP%GO:0001510	RNA METHYLATION%GOBP%GO:0001510		79	-0.30332664	-1.1676158	0.16666667	0.61580867	1.0	848	tags=6%, list=6%, signal=7%	
REGULATION OF SYNAPSE STRUCTURE OR ACTIVITY%GOBP%GO:0050803	REGULATION OF SYNAPSE STRUCTURE OR ACTIVITY%GOBP%GO:0050803		113	-0.27887106	-1.1669886	0.12765957	0.6164839	1.0	1908	tags=23%, list=12%, signal=26%	
IFN-ALPHA%IOB%IFN-ALPHA	IFN-ALPHA%IOB%IFN-ALPHA		27	-0.36744	-1.1668473	0.19762845	0.6158849	1.0	3334	tags=37%, list=22%, signal=47%	
CARDIAC SEPTUM MORPHOGENESIS%GOBP%GO:0060411	CARDIAC SEPTUM MORPHOGENESIS%GOBP%GO:0060411		38	-0.35390815	-1.1666908	0.17894737	0.6153184	1.0	1293	tags=18%, list=8%, signal=20%	
SIGNALING BY HIGH-KINASE ACTIVITY BRAF MUTANTS%REACTOME DATABASE ID RELEASE 83%6802948	SIGNALING BY HIGH-KINASE ACTIVITY BRAF MUTANTS%REACTOME DATABASE ID RELEASE 83%6802948		28	-0.36817446	-1.1664387	0.23106061	0.61506677	1.0	1934	tags=32%, list=13%, signal=37%	
POSITIVE REGULATION OF WNT SIGNALING PATHWAY%GOBP%GO:0030177	POSITIVE REGULATION OF WNT SIGNALING PATHWAY%GOBP%GO:0030177		93	-0.29850218	-1.1652884	0.144	0.61728835	1.0	2157	tags=20%, list=14%, signal=24%	
RESPONSE TO STEROL%GOBP%GO:0036314	RESPONSE TO STEROL%GOBP%GO:0036314		17	-0.40774924	-1.1645272	0.27303755	0.61857414	1.0	1321	tags=24%, list=9%, signal=26%	
IMATINIB INHIBITION OF BCR-ABL%SMPDB%SMP0031694	IMATINIB INHIBITION OF BCR-ABL%SMPDB%SMP0031694		19	-0.41302302	-1.1643748	0.27702704	0.6180092	1.0	2456	tags=42%, list=16%, signal=50%	
CARDIAC MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0048738	CARDIAC MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0048738		82	-0.29691702	-1.1639218	0.1637931	0.6183003	1.0	1939	tags=23%, list=13%, signal=26%	
POTASSIUM CHANNELS%REACTOME DATABASE ID RELEASE 83%1296071	POTASSIUM CHANNELS%REACTOME DATABASE ID RELEASE 83%1296071		80	-0.29692066	-1.162713	0.15178572	0.6206941	1.0	1077	tags=15%, list=7%, signal=16%	
POSITIVE REGULATION OF GLUCOSE IMPORT%GOBP%GO:0046326	POSITIVE REGULATION OF GLUCOSE IMPORT%GOBP%GO:0046326		19	-0.4127288	-1.1626631	0.23448277	0.6198493	1.0	1960	tags=37%, list=13%, signal=42%	
NEGATIVE REGULATION OF AXON EXTENSION INVOLVED IN AXON GUIDANCE%GOBP%GO:0048843	NEGATIVE REGULATION OF AXON EXTENSION INVOLVED IN AXON GUIDANCE%GOBP%GO:0048843		19	-0.4058686	-1.1622962	0.23417722	0.6199154	1.0	1622	tags=26%, list=11%, signal=29%	
CD28 CO-STIMULATION%REACTOME DATABASE ID RELEASE 83%389356	CD28 CO-STIMULATION%REACTOME DATABASE ID RELEASE 83%389356		25	-0.38597688	-1.1619583	0.22382672	0.6199074	1.0	2795	tags=32%, list=18%, signal=39%	
ACTION POTENTIAL%GOBP%GO:0001508	ACTION POTENTIAL%GOBP%GO:0001508		60	-0.31535023	-1.1619372	0.18285714	0.6189868	1.0	1077	tags=17%, list=7%, signal=18%	
PID_ERBB4_PATHWAY%MSIGDB_C2%PID_ERBB4_PATHWAY	PID_ERBB4_PATHWAY%MSIGDB_C2%PID_ERBB4_PATHWAY		29	-0.37409967	-1.1606617	0.25416666	0.6216836	1.0	1313	tags=21%, list=9%, signal=23%	
ENDOPLASMIC RETICULUM TUBULAR NETWORK ORGANIZATION%GOBP%GO:0071786	ENDOPLASMIC RETICULUM TUBULAR NETWORK ORGANIZATION%GOBP%GO:0071786		16	-0.4282881	-1.1599809	0.2588997	0.62263983	1.0	892	tags=25%, list=6%, signal=27%	
REGULATION OF NEUTROPHIL MIGRATION%GOBP%GO:1902622	REGULATION OF NEUTROPHIL MIGRATION%GOBP%GO:1902622		22	-0.39333427	-1.1587378	0.2527881	0.6252126	1.0	755	tags=14%, list=5%, signal=14%	
CARDIAC MUSCLE CELL ACTION POTENTIAL%GOBP%GO:0086001	CARDIAC MUSCLE CELL ACTION POTENTIAL%GOBP%GO:0086001		39	-0.34785149	-1.1586651	0.20833333	0.62444526	1.0	750	tags=15%, list=5%, signal=16%	
INTEGRATION OF ENERGY METABOLISM%REACTOME DATABASE ID RELEASE 83%163685	INTEGRATION OF ENERGY METABOLISM%REACTOME DATABASE ID RELEASE 83%163685		91	-0.29043573	-1.1582218	0.17699115	0.62470055	1.0	1187	tags=15%, list=8%, signal=17%	
GLUCAGON SIGNALING IN METABOLIC REGULATION%REACTOME%R-HSA-163359.2	GLUCAGON SIGNALING IN METABOLIC REGULATION%REACTOME%R-HSA-163359.2		28	-0.36769113	-1.1581103	0.22568093	0.6240363	1.0	782	tags=14%, list=5%, signal=15%	
CELLULAR RESPONSE TO DECREASED OXYGEN LEVELS%GOBP%GO:0036294	CELLULAR RESPONSE TO DECREASED OXYGEN LEVELS%GOBP%GO:0036294		72	-0.30650714	-1.156297	0.20547946	0.6284151	1.0	1595	tags=22%, list=10%, signal=25%	
POSITIVE REGULATION OF PEPTIDYL-THREONINE PHOSPHORYLATION%GOBP%GO:0010800	POSITIVE REGULATION OF PEPTIDYL-THREONINE PHOSPHORYLATION%GOBP%GO:0010800		23	-0.38238847	-1.1549902	0.22137405	0.63143104	1.0	2569	tags=35%, list=17%, signal=42%	
CARDIAC CONDUCTION%REACTOME DATABASE ID RELEASE 83%5576891	CARDIAC CONDUCTION%REACTOME DATABASE ID RELEASE 83%5576891		96	-0.28127638	-1.154401	0.12903225	0.63216287	1.0	1448	tags=18%, list=9%, signal=19%	
REGULATION OF TRANSCRIPTION REGULATORY REGION DNA BINDING%GOBP%GO:2000677	REGULATION OF TRANSCRIPTION REGULATORY REGION DNA BINDING%GOBP%GO:2000677		31	-0.3602023	-1.15299	0.23348017	0.6352278	1.0	1293	tags=19%, list=8%, signal=21%	
POSITIVE REGULATION OF FAT CELL DIFFERENTIATION%GOBP%GO:0045600	POSITIVE REGULATION OF FAT CELL DIFFERENTIATION%GOBP%GO:0045600		41	-0.34063235	-1.152539	0.215	0.63551587	1.0	710	tags=15%, list=5%, signal=15%	
POSITIVE REGULATION OF CALCINEURIN-NFAT SIGNALING CASCADE%GOBP%GO:0070886	POSITIVE REGULATION OF CALCINEURIN-NFAT SIGNALING CASCADE%GOBP%GO:0070886		15	-0.436853	-1.1523844	0.28387097	0.6349804	1.0	2345	tags=33%, list=15%, signal=39%	
REGULATION OF BIOMINERAL TISSUE DEVELOPMENT%GOBP%GO:0070167	REGULATION OF BIOMINERAL TISSUE DEVELOPMENT%GOBP%GO:0070167		58	-0.31821582	-1.1523699	0.18831168	0.6340143	1.0	613	tags=12%, list=4%, signal=13%	
NEGATIVE REGULATION OF DNA BINDING%GOBP%GO:0043392	NEGATIVE REGULATION OF DNA BINDING%GOBP%GO:0043392		27	-0.37188858	-1.1513455	0.24060151	0.63604176	1.0	1526	tags=22%, list=10%, signal=25%	
DEVELOPMENT OF PRIMARY SEXUAL CHARACTERISTICS%GOBP%GO:0045137	DEVELOPMENT OF PRIMARY SEXUAL CHARACTERISTICS%GOBP%GO:0045137		45	-0.33385098	-1.1512966	0.19634703	0.6352009	1.0	981	tags=18%, list=6%, signal=19%	
TOLL LIKE RECEPTOR 3 (TLR3) CASCADE%REACTOME DATABASE ID RELEASE 83%168164	TOLL LIKE RECEPTOR 3 (TLR3) CASCADE%REACTOME DATABASE ID RELEASE 83%168164		95	-0.2938477	-1.1511961	0.18421052	0.63451916	1.0	2004	tags=23%, list=13%, signal=26%	
STRIATED MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0014706	STRIATED MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0014706		83	-0.2956993	-1.1503083	0.18018018	0.6360695	1.0	1939	tags=23%, list=13%, signal=26%	
NEGATIVE REGULATION OF TRANSMEMBRANE TRANSPORT%GOBP%GO:0034763	NEGATIVE REGULATION OF TRANSMEMBRANE TRANSPORT%GOBP%GO:0034763		73	-0.30555636	-1.1501257	0.15757576	0.63565415	1.0	2511	tags=27%, list=16%, signal=33%	
RESPONSE TO MONOSACCHARIDE%GOBP%GO:0034284	RESPONSE TO MONOSACCHARIDE%GOBP%GO:0034284		44	-0.3313592	-1.1501123	0.22994652	0.6347181	1.0	1263	tags=20%, list=8%, signal=22%	
REGULATION OF PHOSPHOLIPASE ACTIVITY%GOBP%GO:0010517	REGULATION OF PHOSPHOLIPASE ACTIVITY%GOBP%GO:0010517		44	-0.328965	-1.149406	0.21875	0.6359097	1.0	1493	tags=23%, list=10%, signal=25%	
CELL SURFACE RECEPTOR SIGNALING PATHWAY INVOLVED IN CELL-CELL SIGNALING%GOBP%GO:1905114	CELL SURFACE RECEPTOR SIGNALING PATHWAY INVOLVED IN CELL-CELL SIGNALING%GOBP%GO:1905114		105	-0.27725723	-1.1493156	0.13207547	0.63517904	1.0	1386	tags=18%, list=9%, signal=20%	
REGULATION OF MEIOTIC CELL CYCLE%GOBP%GO:0051445	REGULATION OF MEIOTIC CELL CYCLE%GOBP%GO:0051445		25	-0.38292268	-1.1489061	0.24719101	0.63540614	1.0	430	tags=12%, list=3%, signal=12%	
G ALPHA (Z) SIGNALLING EVENTS%REACTOME%R-HSA-418597.4	G ALPHA (Z) SIGNALLING EVENTS%REACTOME%R-HSA-418597.4		40	-0.3412344	-1.1486306	0.19711539	0.63523114	1.0	1010	tags=13%, list=7%, signal=13%	
GONAD DEVELOPMENT%GOBP%GO:0008406	GONAD DEVELOPMENT%GOBP%GO:0008406		44	-0.33565605	-1.1484663	0.20689656	0.6347533	1.0	981	tags=18%, list=6%, signal=19%	
PHOSPHOLIPASE C-ACTIVATING G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007200	PHOSPHOLIPASE C-ACTIVATING G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007200		48	-0.32509804	-1.1461934	0.20100503	0.6402592	1.0	1363	tags=15%, list=9%, signal=16%	
PARASITE INFECTION%REACTOME%R-HSA-9664407.1	PARASITE INFECTION%REACTOME%R-HSA-9664407.1		50	-0.3129351	-1.1452986	0.23255815	0.6418353	1.0	814	tags=14%, list=5%, signal=15%	
PHOSPHOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0008654	PHOSPHOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0008654		187	-0.25690553	-1.1449474	0.0625	0.64192116	1.0	2381	tags=21%, list=15%, signal=24%	
POSITIVE REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001912	POSITIVE REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001912		24	-0.37918463	-1.144403	0.27235773	0.6425463	1.0	1766	tags=29%, list=11%, signal=33%	
NOTCH-HLH TRANSCRIPTION PATHWAY%REACTOME DATABASE ID RELEASE 83%350054	NOTCH-HLH TRANSCRIPTION PATHWAY%REACTOME DATABASE ID RELEASE 83%350054		28	-0.36181247	-1.1438026	0.22175732	0.6432794	1.0	689	tags=18%, list=4%, signal=19%	
HEPARAN SULFATE PROTEOGLYCAN BIOSYNTHETIC PROCESS%GOBP%GO:0015012	HEPARAN SULFATE PROTEOGLYCAN BIOSYNTHETIC PROCESS%GOBP%GO:0015012		21	-0.39231217	-1.1435915	0.24657534	0.6429099	1.0	781	tags=14%, list=5%, signal=15%	
GLYCEROLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0045017	GLYCEROLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0045017		177	-0.26361102	-1.1433742	0.125	0.6425964	1.0	1227	tags=14%, list=8%, signal=15%	
PI3K CASCADE%REACTOME DATABASE ID RELEASE 83%109704	PI3K CASCADE%REACTOME DATABASE ID RELEASE 83%109704		25	-0.3839964	-1.1431624	0.25210086	0.6422019	1.0	2507	tags=32%, list=16%, signal=38%	
CONVERSION FROM APC C:CDC20 TO APC C:CDH1 IN LATE ANAPHASE%REACTOME%R-HSA-176407.4	CONVERSION FROM APC C:CDC20 TO APC C:CDH1 IN LATE ANAPHASE%REACTOME%R-HSA-176407.4		18	-0.40605584	-1.1424445	0.24398625	0.64331996	1.0	530	tags=11%, list=3%, signal=11%	
NEGATIVE REGULATION OF PLASMA MEMBRANE BOUNDED CELL PROJECTION ASSEMBLY%GOBP%GO:0120033	NEGATIVE REGULATION OF PLASMA MEMBRANE BOUNDED CELL PROJECTION ASSEMBLY%GOBP%GO:0120033		26	-0.373669	-1.1421946	0.2674897	0.64309686	1.0	1218	tags=15%, list=8%, signal=17%	
AXON ENSHEATHMENT%GOBP%GO:0008366	AXON ENSHEATHMENT%GOBP%GO:0008366		54	-0.3141507	-1.141764	0.18012422	0.6433927	1.0	1631	tags=22%, list=11%, signal=25%	
MTOR SIGNALLING%REACTOME%R-HSA-165159.6	MTOR SIGNALLING%REACTOME%R-HSA-165159.6		38	-0.34573877	-1.1411574	0.20851064	0.644182	1.0	2456	tags=32%, list=16%, signal=37%	
ANGIOTENSIN_II-STIMULATED_SIGNALING_THROUGH_G_PROTEINS_AND_BETA-ARRESTIN%PANTHER PATHWAY%P05911	ANGIOTENSIN_II-STIMULATED_SIGNALING_THROUGH_G_PROTEINS_AND_BETA-ARRESTIN%PANTHER PATHWAY%P05911		29	-0.35430115	-1.1406962	0.22556391	0.6445736	1.0	612	tags=14%, list=4%, signal=14%	
NEGATIVE REGULATION OF TYPE II INTERFERON PRODUCTION%GOBP%GO:0032689	NEGATIVE REGULATION OF TYPE II INTERFERON PRODUCTION%GOBP%GO:0032689		16	-0.42946103	-1.140075	0.27419356	0.64534515	1.0	369	tags=13%, list=2%, signal=13%	
MYELINATION%GOBP%GO:0042552	MYELINATION%GOBP%GO:0042552		53	-0.32025328	-1.1400315	0.24855492	0.64452106	1.0	1631	tags=23%, list=11%, signal=25%	
PROLACTIN SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP2037%HOMO SAPIENS	PROLACTIN SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP2037%HOMO SAPIENS		55	-0.3127402	-1.139485	0.23076923	0.6452455	1.0	2507	tags=31%, list=16%, signal=37%	
ENSHEATHMENT OF NEURONS%GOBP%GO:0007272	ENSHEATHMENT OF NEURONS%GOBP%GO:0007272		54	-0.3141507	-1.1390724	0.19393939	0.6455566	1.0	1631	tags=22%, list=11%, signal=25%	
GASTRULATION%REACTOME DATABASE ID RELEASE 83%9758941	GASTRULATION%REACTOME DATABASE ID RELEASE 83%9758941		25	-0.36360976	-1.1389053	0.26086956	0.6450075	1.0	250	tags=12%, list=2%, signal=12%	
LIPOSACCHARIDE METABOLIC PROCESS%GOBP%GO:1903509	LIPOSACCHARIDE METABOLIC PROCESS%GOBP%GO:1903509		81	-0.29009137	-1.1388614	0.175	0.6441796	1.0	2202	tags=21%, list=14%, signal=24%	
RESPONSE TO HEXOSE%GOBP%GO:0009746	RESPONSE TO HEXOSE%GOBP%GO:0009746		44	-0.3313592	-1.1388221	0.2562814	0.64332587	1.0	1263	tags=20%, list=8%, signal=22%	
PID_TCR_PATHWAY%MSIGDB_C2%PID_TCR_PATHWAY	PID_TCR_PATHWAY%MSIGDB_C2%PID_TCR_PATHWAY		36	-0.3439856	-1.1385337	0.26732674	0.6432765	1.0	1248	tags=25%, list=8%, signal=27%	
MEMBRANE DEPOLARIZATION DURING CARDIAC MUSCLE CELL ACTION POTENTIAL%GOBP%GO:0086012	MEMBRANE DEPOLARIZATION DURING CARDIAC MUSCLE CELL ACTION POTENTIAL%GOBP%GO:0086012		17	-0.40794015	-1.138194	0.26881722	0.6433003	1.0	750	tags=18%, list=5%, signal=19%	
SIGNALING BY HIPPO%REACTOME DATABASE ID RELEASE 83%2028269	SIGNALING BY HIPPO%REACTOME DATABASE ID RELEASE 83%2028269		19	-0.39549267	-1.1370739	0.27636364	0.6456657	1.0	2644	tags=42%, list=17%, signal=51%	
RHOF GTPASE CYCLE%REACTOME DATABASE ID RELEASE 83%9035034	RHOF GTPASE CYCLE%REACTOME DATABASE ID RELEASE 83%9035034		37	-0.3404342	-1.1354761	0.24537037	0.649461	1.0	1504	tags=22%, list=10%, signal=24%	
VESICLE DOCKING%GOBP%GO:0048278	VESICLE DOCKING%GOBP%GO:0048278		52	-0.31326234	-1.1354461	0.18857142	0.6485862	1.0	1204	tags=17%, list=8%, signal=19%	
